"home_team_api_id";"away_team_api_id";"home_player_1";"home_player_2";"home_player_3";"home_player_4";"home_player_5";"home_player_6";"home_player_7";"home_player_8";"home_player_9";"home_player_10";"home_player_11";"away_player_1";"away_player_2";"away_player_3";"away_player_4";"away_player_5";"away_player_6";"away_player_7";"away_player_8";"away_player_9";"away_player_10";"away_player_11";"home_player_1_pos";"home_player_2_pos";"home_player_3_pos";"home_player_4_pos";"home_player_5_pos";"home_player_6_pos";"home_player_7_pos";"home_player_8_pos";"home_player_9_pos";"home_player_10_pos";"home_player_11_pos";"away_player_1_pos";"away_player_2_pos";"away_player_3_pos";"away_player_4_pos";"away_player_5_pos";"away_player_6_pos";"away_player_7_pos";"away_player_8_pos";"away_player_9_pos";"away_player_10_pos";"away_player_11_pos";"league";"season";"date"
4087;8583;95597;210691;93343;46708;34045;26333;32937;74169;279181;41194;148832;26241;11323;30977;30823;39980;26311;26251;260564;33448;26288;192921;"A";"ZD";"ZC";"ZC";"ZI";"MC";"MC";"MD";"MC";"MI";"DC";"A";"ZD";"ZC";"ZC";"ZI";"ZC";"MC";"MC";"DC";"DC";"DC";"F1";"2011";10/29/11 12:00 AM
9748;9853;26295;32579;30931;114268;93484;182923;39979;169193;33744;26330;26344;41097;26401;33122;45237;210922;161421;35499;40840;5217;46417;150565;"A";"ZD";"ZC";"ZC";"ZI";"MC";"MC";"MD";"MC";"MI";"DC";"A";"ZD";"ZC";"ZC";"ZI";"MC";"MC";"MD";"MC";"MI";"DC";"F1";"2011";10/29/11 12:00 AM
10249;8481;46705;26325;93985;26138;41360;93466;93984;41124;179511;25543;46469;78904;145058;46232;17875;11329;240367;41160;41098;167254;26236;39994;"A";"ZD";"ZC";"ZC";"ZI";"MC";"MC";"MD";"MC";"MI";"DC";"A";"ZD";"ZC";"ZC";"ZI";"ZC";"MC";"MC";"DC";"DC";"DC";"F1";"2011";10/29/11 12:00 AM
9831;9874;50065;26162;157288;40020;115297;103487;41019;40659;26394;40725;26409;26359;165583;26345;156716;41105;46650;179520;134222;147958;155623;91560;"A";"ZD";"ZC";"ZC";"ZI";"ZC";"MC";"MC";"DC";"DC";"DC";"A";"ZD";"ZC";"ZC";"ZI";"MC";"MC";"MD";"MC";"MI";"DC";"F1";"2011";10/30/11 12:00 AM
9847;7819;27659;40730;26357;94043;30457;24132;26155;33782;129391;37429;26392;26275;40679;179791;26176;46342;26420;11324;179845;35407;191583;46662;"A";"ZD";"ZC";"ZC";"ZI";"MC";"MC";"MD";"MC";"MI";"DC";"A";"ZD";"ZC";"ZC";"ZI";"MC";"MC";"MD";"MC";"MI";"DC";"F1";"2011";10/29/11 12:00 AM
9941;9851;190741;279879;41365;192770;26399;46653;184576;26326;94550;145070;33080;11319;179517;25856;103470;159882;166020;109330;46757;26014;38216;25538;"A";"ZD";"ZC";"ZC";"ZI";"ZC";"MC";"MC";"DC";"DC";"DC";"A";"ZD";"ZC";"ZC";"ZI";"MC";"MC";"MD";"MC";"MI";"DC";"F1";"2011";10/30/11 12:00 AM
9873;8639;41301;41315;210185;89475;26222;26051;56972;111787;102699;40758;202443;30742;26154;30918;30563;26107;32575;39993;26291;25496;107417;26332;"A";"ZD";"ZC";"ZC";"ZI";"MC";"MC";"MD";"MC";"MI";"DC";"A";"ZD";"ZC";"ZC";"ZI";"ZC";"MC";"MC";"DC";"DC";"DC";"F1";"2011";10/30/11 12:00 AM
8583;9941;26241;11323;246331;30823;39980;30977;26311;34417;26251;47552;26288;190741;16493;26399;192770;279879;41365;184576;26326;94550;145070;33080;"A";"ZD";"ZC";"ZC";"ZI";"MC";"MC";"MD";"MC";"MI";"DC";"A";"ZD";"ZC";"ZC";"ZI";"ZC";"MC";"MC";"DC";"DC";"DC";"F1";"2011";11/6/11 12:00 AM
9827;9847;26168;40543;26119;179393;41092;30907;26238;93317;41238;31292;40707;27659;20482;26357;94043;25525;26155;24132;33782;129391;37429;26392;"A";"ZD";"ZC";"ZC";"ZI";"ZC";"ZC";"MD";"MI";"DC";"DC";"A";"ZD";"ZC";"ZC";"ZI";"MC";"MC";"MD";"MC";"MI";"DC";"F1";"2011";11/6/11 12:00 AM
7819;9836;26275;40679;179791;26176;46342;26191;11327;179845;289155;191583;35407;279175;26287;37280;210402;184520;93347;103869;179798;210404;279178;104392;"A";"ZD";"ZC";"ZC";"ZI";"MC";"MC";"MD";"MC";"MI";"DC";"A";"ZD";"ZC";"ZC";"ZI";"MC";"MC";"MD";"MC";"MI";"DC";"F1";"2011";11/6/11 12:00 AM
8639;4087;30742;26154;56916;26107;26052;32575;179410;30630;25496;107417;26332;95597;210691;93343;46708;34045;26333;210694;279181;74169;41194;148832;"A";"ZD";"ZC";"ZC";"ZI";"MC";"MC";"MD";"MC";"MI";"DC";"A";"ZD";"ZC";"ZC";"ZI";"MC";"MC";"MD";"MC";"MI";"DC";"F1";"2011";11/5/11 12:00 AM
8689;8576;40709;46645;31037;93457;113599;40685;26324;5610;192316;187669;40018;31047;118850;40025;33420;94013;46221;143757;37567;154233;148830;38728;"A";"ZD";"ZC";"ZC";"ZI";"ZC";"ZC";"MD";"MI";"DC";"DC";"A";"ZD";"ZC";"ZC";"ZI";"MC";"MC";"MD";"MC";"MI";"DC";"F1";"2011";11/6/11 12:00 AM
8592;9831;31293;72541;38703;149962;40740;39978;26112;40060;95955;39987;38098;50065;26162;40020;157288;115297;41122;103487;40725;26394;40659;26409;"A";"ZD";"ZC";"ZC";"ZI";"ZC";"ZC";"MD";"MI";"DC";"DC";"A";"ZD";"ZC";"ZC";"ZI";"ZC";"MC";"MC";"DC";"DC";"DC";"F1";"2011";11/6/11 12:00 AM
8481;8521;78904;40676;46232;26245;17875;11329;41160;41098;240367;192807;39994;40712;25522;167557;32574;21776;40728;93471;35444;39971;14560;134232;"A";"ZD";"ZD";"ZC";"ZI";"ZI";"MD";"MC";"MI";"DC";"DC";"A";"ZD";"ZC";"ZC";"ZI";"ZC";"MC";"MC";"DC";"DC";"DC";"F1";"2011";11/6/11 12:00 AM
9851;9873;11319;41189;103470;25856;159882;166020;109330;41192;46757;38216;26014;41301;41315;210185;89475;41319;5202;56972;102699;26051;40758;202443;"A";"ZD";"ZC";"ZC";"ZI";"MC";"MC";"MD";"MC";"MI";"DC";"A";"ZD";"ZC";"ZC";"ZI";"MC";"MC";"MD";"MC";"MI";"DC";"F1";"2011";11/6/11 12:00 AM
9853;10249;41097;26401;45237;33122;210922;161421;94323;40840;46417;150565;38700;46705;40044;93985;192920;41360;93984;49851;41124;93466;25543;46469;"A";"ZD";"ZC";"ZC";"ZI";"ZC";"ZC";"MD";"MI";"DC";"DC";"A";"ZD";"ZC";"ZC";"ZI";"MC";"MC";"MD";"MC";"MI";"DC";"F1";"2011";11/6/11 12:00 AM
9874;9748;26359;165583;26345;156716;41105;46650;94325;134222;147958;155623;201939;26295;32579;93488;30931;93484;182923;39979;26330;33744;169193;26344;"A";"ZD";"ZC";"ZC";"ZI";"MC";"MC";"MD";"MC";"MI";"DC";"A";"ZD";"ZC";"ZC";"ZI";"MC";"MC";"MD";"MC";"MI";"DC";"F1";"2011";11/6/11 12:00 AM
8576;7819;46535;26346;40025;33420;94013;46221;148830;143752;154233;37567;37242;26275;40679;26176;279873;46342;11324;26191;179845;191583;289155;46662;"A";"ZD";"ZC";"ZC";"ZI";"MC";"MC";"MD";"MC";"MI";"DC";"A";"ZD";"ZC";"ZC";"ZI";"MC";"MC";"MD";"MC";"MI";"DC";"F1";"2011";11/19/11 12:00 AM
8521;9874;11320;39965;32574;167557;21776;52054;93471;39971;35444;14560;134232;26359;165583;156716;147351;41105;46650;94325;147958;134222;42304;109280;"A";"ZD";"ZC";"ZC";"ZI";"MC";"MC";"MD";"MC";"MI";"DC";"A";"ZD";"ZC";"ZC";"ZI";"MC";"MC";"MD";"MC";"MI";"DC";"F1";"2011";11/20/11 12:00 AM
9836;9827;279175;210400;185067;37280;184520;93347;210403;279178;210404;210406;104392;26168;40543;26119;179393;41092;30907;26238;93317;41238;31292;40707;"A";"ZD";"ZC";"ZC";"ZI";"MC";"MC";"MD";"MC";"MI";"DC";"A";"ZD";"ZC";"ZC";"ZI";"ZC";"ZC";"MD";"MI";"DC";"DC";"F1";"2011";11/19/11 12:00 AM
4087;8689;95597;210691;93343;46708;34045;26333;32937;74169;41194;46261;148832;40709;46645;31037;93457;46540;210115;26324;192316;113599;40018;187669;"A";"ZD";"ZC";"ZC";"ZI";"ZC";"ZC";"MD";"MI";"DC";"DC";"A";"ZD";"ZC";"ZC";"ZI";"ZC";"ZC";"MD";"MI";"DC";"DC";"F1";"2011";11/19/11 12:00 AM
9748;9851;26295;32579;93488;30931;93484;33744;39979;26330;169193;26294;26344;11319;41189;103470;95076;159882;166020;109330;41192;46757;38216;26014;"A";"ZD";"ZC";"ZC";"ZI";"MC";"MC";"MD";"MC";"MI";"DC";"A";"ZD";"ZC";"ZC";"ZI";"MC";"MC";"MD";"MC";"MI";"DC";"F1";"2011";11/18/11 12:00 AM
10249;8592;46705;40044;192920;26138;41360;93466;179511;93984;41124;25543;46469;31293;72541;38703;149962;40740;39978;26112;39987;41232;95955;154280;"A";"ZD";"ZC";"ZC";"ZI";"MC";"MC";"MD";"MC";"MI";"DC";"A";"ZD";"ZC";"ZC";"ZI";"MC";"MC";"MD";"MC";"MI";"DC";"F1";"2011";11/19/11 12:00 AM
9831;9853;50065;94041;40020;157288;115297;41122;40725;103487;41177;26394;26409;41097;26401;45237;33122;187017;94323;35499;40840;46417;150565;38700;"A";"ZD";"ZC";"ZC";"ZI";"ZC";"MC";"MC";"DC";"DC";"DC";"A";"ZD";"ZC";"ZC";"ZI";"ZC";"ZC";"MD";"MI";"DC";"DC";"F1";"2011";11/19/11 12:00 AM
9847;8481;27659;20482;94043;40016;30457;26155;26419;40730;129391;37429;26392;78904;40676;46232;26245;17875;11329;41160;240367;192807;74838;131995;"A";"ZD";"ZC";"ZC";"ZI";"MC";"MC";"MD";"MC";"MI";"DC";"A";"ZD";"ZD";"ZC";"ZI";"ZI";"MD";"MC";"MC";"MI";"DC";"F1";"2011";11/20/11 12:00 AM
9941;8639;190741;16493;26399;192770;94549;26406;94550;40103;26326;145070;161420;30742;26107;56916;30918;26052;32575;26291;179410;25496;30630;26332;"A";"ZD";"ZC";"ZC";"ZI";"MC";"MC";"MD";"MC";"MI";"DC";"A";"ZD";"ZC";"ZC";"ZI";"ZC";"MC";"MC";"DC";"DC";"DC";"F1";"2011";11/18/11 12:00 AM
9873;8583;41301;41315;210185;89475;41319;26051;5202;41216;102699;40758;37254;26241;11323;30823;246331;39980;30977;115429;26251;34417;26199;37466;"A";"ZD";"ZC";"ZC";"ZI";"MC";"MC";"MD";"MC";"MI";"DC";"A";"ZD";"ZC";"ZC";"ZI";"MC";"MC";"MD";"MC";"MI";"DC";"F1";"2011";11/20/11 12:00 AM
8583;9748;26241;11323;246331;30823;39980;30977;115429;26251;34417;33448;26288;26295;32579;30931;114268;93484;154949;39979;26330;26294;20401;30536;"A";"ZD";"ZC";"ZC";"ZI";"MC";"MC";"MD";"MC";"MI";"DC";"A";"ZD";"ZC";"ZC";"ZI";"MC";"MC";"MD";"MC";"MI";"DC";"F1";"2011";11/27/11 12:00 AM
9827;7819;26168;179393;26119;26142;41092;30907;26238;94010;41238;31292;41119;26275;40679;26176;279873;46342;11324;26420;179845;35407;191583;46241;"A";"ZD";"ZC";"ZC";"ZI";"ZC";"ZC";"MD";"MI";"DC";"DC";"A";"ZD";"ZC";"ZC";"ZI";"MC";"MC";"MD";"MC";"MI";"DC";"F1";"2011";11/26/11 12:00 AM
8639;8521;30742;26154;30918;56916;26107;26291;32575;26195;107417;25496;26130;11320;39965;167557;32574;21776;52054;93471;37560;35444;14560;134232;"A";"ZD";"ZC";"ZC";"ZI";"MC";"MC";"MD";"MC";"MI";"DC";"A";"ZD";"ZC";"ZC";"ZI";"MC";"MC";"MD";"MC";"MI";"DC";"F1";"2011";11/26/11 12:00 AM
8689;9831;40709;46645;31037;113599;93457;26324;40685;5610;40018;187669;242094;50651;26162;94041;157288;115297;103487;26351;40725;32566;41177;26409;"A";"ZD";"ZC";"ZC";"ZI";"ZC";"ZC";"MD";"MI";"DC";"DC";"A";"ZD";"ZC";"ZC";"ZI";"MC";"MC";"MD";"MC";"MI";"DC";"F1";"2011";11/27/11 12:00 AM
8592;9847;31293;72541;38703;149962;40740;39978;41232;40964;26336;39987;95955;27659;40730;42168;94043;30457;26419;24132;33782;129391;37429;26392;"A";"ZD";"ZC";"ZC";"ZI";"ZC";"MC";"MC";"DC";"DC";"DC";"A";"ZD";"ZC";"ZC";"ZI";"MC";"MC";"MD";"MC";"MI";"DC";"F1";"2011";11/27/11 12:00 AM
8481;9836;78904;40676;46232;26245;17875;11329;41160;240367;46242;74838;131995;279175;210400;185067;37280;184520;210403;179798;279178;210404;210406;104392;"A";"ZD";"ZD";"ZC";"ZI";"ZI";"MD";"MC";"MC";"MI";"DC";"A";"ZD";"ZC";"ZC";"ZI";"MC";"MC";"MD";"MC";"MI";"DC";"F1";"2011";11/26/11 12:00 AM
9851;4087;11319;41189;103470;95076;159882;166020;109330;41192;46757;38216;26014;95597;210691;93343;46708;34045;32937;26333;74169;41194;148832;279181;"A";"ZD";"ZC";"ZC";"ZI";"MC";"MC";"MD";"MC";"MI";"DC";"A";"ZD";"ZC";"ZC";"ZI";"ZC";"ZC";"MD";"MI";"DC";"DC";"F1";"2011";11/26/11 12:00 AM
9853;8576;41097;26401;33122;281207;187017;94323;35499;40840;46349;38700;150565;31047;26346;40025;33420;118850;46221;143757;154233;148830;143752;37242;"A";"ZD";"ZC";"ZC";"ZI";"ZC";"ZC";"MD";"MI";"DC";"DC";"A";"ZD";"ZC";"ZC";"ZI";"ZC";"MC";"MC";"DC";"DC";"DC";"F1";"2011";11/26/11 12:00 AM
9874;10249;26359;165583;291642;147351;41105;179520;94325;155623;147958;134222;201939;46705;40044;93985;26138;41360;93466;93984;41124;179511;25543;46469;"A";"ZD";"ZC";"ZC";"ZI";"MC";"MC";"MD";"MC";"MI";"DC";"A";"ZD";"ZC";"ZC";"ZI";"MC";"MC";"MD";"MC";"MI";"DC";"F1";"2011";11/26/11 12:00 AM
9941;9873;190741;16493;26399;192770;94549;26326;94550;39105;46653;145070;161420;41301;41315;210185;89475;41319;26051;5202;202443;102699;40758;37254;"A";"ZD";"ZC";"ZC";"ZI";"MC";"MC";"MD";"MC";"MI";"DC";"A";"ZD";"ZC";"ZC";"ZI";"MC";"MC";"MD";"MC";"MI";"DC";"F1";"2011";11/26/11 12:00 AM
