269149|Zootopia|2016|7.5|In the animal city of Zootopia, a fast-talking fox who's trying to make it big goes on the run when he's framed for a crime he didn't commit. Zootopia's top cop, a self-righteous rabbit, is hot on his tail, but when both become targets of a conspiracy, they're forced to team up and discover even natural enemies can become best friends.|Animation-Adventure-Family-Comedy
1771|Captain America: The First Avenger|2011|6.4|Predominantly set during World War II, Steve Rogers is a sickly man from Brooklyn who's transformed into super-soldier Captain America to aid in the war effort. Rogers must stop the Red Skull – Adolf Hitler's ruthless head of weaponry, and the leader of an organization that intends to use a mysterious device of untold powers for world domination.|Science Fiction-Action-Adventure
286217|The Martian|2015|7.6|During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive.|Drama-Adventure-Science Fiction
245891|John Wick|2014|7.1|After the sudden death of his beloved wife, John Wick receives one last gift from her, a beagle puppy named Daisy, and a note imploring him not to forget how to love. But John's mourning is interrupted when his 1969 Boss Mustang catches the eye of sadistic thug Iosef Tarasov who breaks into his house and steals it, beating John unconscious in the process. Unwittingly, he has just reawakened one of the most brutal assassins the underworld has ever known.|Action-Thriller
210577|Gone Girl|2014|8.0|With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.|Mystery-Thriller-Drama
177677|Mission: Impossible - Rogue Nation|2015|7.1|Ethan and team take on their most impossible mission yet, eradicating the Syndicate - an International rogue organization as highly skilled as they are, committed to destroying the IMF.|Action
291870|Dirty Grandpa|2016|4.5|Right before his wedding, an uptight guy is tricked into driving his grandfather, a perverted former Army general, to Florida for spring break.|Adventure-Comedy
246655|X-Men: Apocalypse|2016|5.3|Since the dawn of civilization, he was worshipped as a god. Apocalypse, the first and most powerful mutant from Marvel’s X-Men universe, amassed the powers of many other mutants, becoming immortal and invincible. Upon awakening after thousands of years, he is disillusioned with the world as he finds it and recruits a team of powerful mutants, including a disheartened Magneto, to cleanse mankind and create a new world order, over which he will reign. As the fate of the Earth hangs in the balance, Raven with the help of Professor X must lead a team of young X-Men to stop their greatest nemesis and save mankind from complete destruction.|Action-Adventure-Fantasy-Science Fiction
257344|Pixels|2015|5.9|Video game experts are recruited by the military to fight 1980s-era video game characters who've attacked New York.|Action-Comedy-Science Fiction
118340|Guardians of the Galaxy|2014|8.0|Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.|Science Fiction-Fantasy-Adventure
177572|Big Hero 6|2014|7.8|The special bond that develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.|Adventure-Family-Animation-Action-Comedy
155|The Dark Knight|2008|8.0|Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.|Drama-Action-Crime-Thriller
292431|Love|2015|4.8|Murphy is an American living in Paris who enters a highly sexually and emotionally charged relationship with the unstable Electra. Unaware of the seismic effect it will have on their relationship, they invite their pretty neighbor into their bed.|Drama-Romance
11|Star Wars|1977|7.8|Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.|Adventure-Action-Science Fiction
122917|The Hobbit: The Battle of the Five Armies|2014|7.1|Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.|Adventure-Fantasy
244786|Whiplash|2014|8.4|Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.|Drama-Music
273248|The Hateful Eight|2015|7.3|Bounty hunters seek shelter from a raging blizzard and get caught up in a plot of betrayal and deception.|Crime-Drama-Mystery-Thriller-Western
603|The Matrix|1999|7.7|Thomas A. Anderson is a man living two lives. By day he is an average computer programmer and by night a malevolent hacker known as Neo, who finds himself targeted by the police when he is contacted by Morpheus, a legendary computer hacker, who reveals the shocking truth about our reality.|Adventure-Action-Thriller-Science Fiction
274479|Joy|2015|6.4|A story based on the life of a struggling Long Island single mom who became one of the country's most successful entrepreneurs.|Comedy-Drama
323675|Ride Along 2|2016|6.2|As his wedding day approaches, Ben heads to Miami with his soon-to-be brother-in-law James to bring down a drug dealer who's supplying the dealers of Atlanta with product.|Action-Comedy
211672|Minions|2015|6.6|Minions Stuart, Kevin and Bob are recruited by Scarlet Overkill, a super-villain who, alongside her inventor husband Herb, hatches a plot to take over the world.|Family-Animation-Adventure-Comedy
205596|The Imitation Game|2014|8.0|Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.|History-Drama-Thriller-War
257087|The Veil|2016|4.0|The story springs from the real-world headlines of religious cults and mass suicides. With Veil, it begins 30 years ago, when members of a religious cult known as Heaven's Veil take their own lives. The truth behind what really happened remains buried deep in the memory of the sole survivor, a five-year-old girl, who returns to the compound with a documentary crew as an adult. They soon discover something that is far more terrifying than anything they could have imagined.|Horror
198663|The Maze Runner|2014|7.0|Set in a post-apocalyptic world, young Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow "runners" for a shot at escape.|Action-Mystery-Science Fiction-Thriller
76757|Jupiter Ascending|2015|5.3|In a universe where human genetic material is the most precious commodity, an impoverished young Earth woman becomes the key to strategic maneuvers and internal strife within a powerful dynasty…|Science Fiction-Fantasy-Action-Adventure
150540|Inside Out|2015|8.0|Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Like all of us, Riley is guided by her emotions - Joy, Fear, Anger, Disgust and Sadness. The emotions live in Headquarters, the control center inside Riley's mind, where they help advise her through everyday life. As Riley and her emotions struggle to adjust to a new life in San Francisco, turmoil ensues in Headquarters. Although Joy, Riley's main and most important emotion, tries to keep things positive, the emotions conflict on how best to navigate a new city, house and school.|Comedy-Animation-Family
194662|Birdman|2014|7.3|A fading actor best known for his portrayal of a popular superhero attempts to mount a comeback by appearing in a Broadway play. As opening night approaches, his attempts to become more altruistic, rebuild his career, and reconnect with friends and family prove more difficult than expected.|Drama-Comedy
325348|Hardcore Henry|2016|5.2|Henry, a newly resurrected cyborg who must save his wife/creator from the clutches of a psychotic tyrant with telekinetic powers, AKAN, and his army of mercenaries. Fighting alongside Henry is Jimmy, who is Henry's only hope to make it through the day. Hardcore takes place over the course of one day, in Moscow, Russia.|Action-Adventure-Science Fiction
267860|London Has Fallen|2016|5.1|In London for the Prime Minister's funeral, Mike Banning discovers a plot to assassinate all the attending world leaders.|Action-Crime-Thriller
262504|The Divergent Series: Allegiant|2016|6.1|Beatrice Prior and Tobias Eaton venture into the world outside of the fence and are taken into protective custody by a mysterious agency known as the Bureau of Genetic Welfare.|Adventure-Science Fiction
287903|Krampus|2015|5.9|A horror comedy based on the ancient legend about a pagan creature who punishes children on Christmas.|Horror-Comedy-Fantasy
13590|Eddie Izzard: Glorious|1997|6.3|Eddie Izzard's routine has a loose trajectory from the beginning of the Old Testament and the creation of the world in seven days to Revelations. Along the way, we learn of the search for a career, bad giraffes, Prince Philip's gaffes, toilets in French campsites, the mysteries of hopscotch, becoming one's Dad and tranny bashing.|Comedy-Documentary
140300|Kung Fu Panda 3|2016|6.3|Continuing his "legendary adventures of awesomeness", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to his home.|Action-Adventure-Animation-Comedy-Family
228150|Fury|2014|7.5|Last months of World War II in April 1945. As the Allies make their final push in the European Theater, a battle-hardened U.S. Army sergeant in the 2nd Armored Division named Wardaddy commands a Sherman tank called "Fury" and its five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany.|War-Drama-Action
158852|Tomorrowland|2015|6.2|Bound by a shared destiny, a bright, optimistic teen bursting with scientific curiosity and a former boy-genius inventor jaded by disillusionment embark on a danger-filled mission to unearth the secrets of an enigmatic place somewhere in time and space that exists in their collective memory as "Tomorrowland."|Action-Adventure-Family-Mystery-Science Fiction
260346|Taken 3|2015|6.1|Ex-government operative Bryan Mills finds his life is shattered when he's falsely accused of a murder that hits close to home. As he's pursued by a savvy police inspector, Mills employs his particular set of skills to track the real killer and exact his unique brand of justice.|Crime-Action-Thriller
256961|Paul Blart: Mall Cop 2|2015|5.4|Security guard Paul Blart is headed to Las Vegas to attend a Security Guard Expo with his teenage daughter Maya before she departs for college. While at the convention, he inadvertently discovers a heist - and it's up to Blart to apprehend the criminals.|Action-Adventure-Comedy-Family
127585|X-Men: Days of Future Past|2014|7.6|The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.|Action-Adventure-Fantasy-Science Fiction
168259|Furious 7|2015|7.4|Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.|Action-Crime-Thriller
27205|Inception|2010|7.8|Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: "inception", the implantation of another person's idea into a target's subconscious.|Action-Thriller-Science Fiction-Mystery-Adventure
105864|The Good Dinosaur|2015|6.5|An epic journey into the world of dinosaurs where an Apatosaurus named Arlo makes an unlikely human friend.|Fantasy-Animation-Comedy-Family-Adventure
263472|Knock Knock|2015|4.8|When a devoted husband and father is left home alone for the weekend, two stranded young women unexpectedly knock on his door for help. What starts out as a kind gesture results in a dangerous seduction and a deadly game of cat and mouse.|Horror-Thriller
254128|San Andreas|2015|6.1|In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey across the state in order to rescue his estranged daughter.|Action-Drama-Thriller
189|Sin City: A Dame to Kill For|2014|6.2|Some of Sin City's most hard-boiled citizens cross paths with a few of its more reviled inhabitants.|Crime-Thriller
68718|Django Unchained|2012|7.6|With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.|Drama-Western
333371|10 Cloverfield Lane|2016|6.6|Waking up from a car accident, a young woman finds herself in the basement of a man who says he's saved her life from a chemical attack that has left the outside uninhabitable.|Drama-Mystery-Science Fiction-Thriller
98566|Teenage Mutant Ninja Turtles|2014|5.9|The city needs heroes. Darkness has settled over New York City as Shredder and his evil Foot Clan have an iron grip on everything from the police to the politicians. The future is grim until four unlikely outcast brothers rise from the sewers and discover their destiny as Teenage Mutant Ninja Turtles. The Turtles must work with fearless reporter April and her wise-cracking cameraman Vern Fenwick to save the city and unravel Shredder's diabolical plan.|Science Fiction-Action-Adventure-Fantasy-Comedy
49026|The Dark Knight Rises|2012|7.5|Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.|Action-Crime-Drama-Thriller
76338|Thor: The Dark World|2013|6.9|Thor fights to restore order across the cosmos… but an ancient race led by the vengeful Malekith returns to plunge the universe back into darkness. Faced with an enemy that even Odin and Asgard cannot withstand, Thor must embark on his most perilous and personal journey yet, one that will reunite him with Jane Foster and force him to sacrifice everything to save us all.|Action-Adventure-Fantasy
112160|Chroniques sexuelles d'une famille d'aujourd'hui|2012|4.2|Three generations of a French family open up about their sexual experiences and desires after young Romain is caught masturbating in his biology class.|Drama-Comedy
273481|Sicario|2015|7.0|A young female FBI agent joins a secret CIA operation to take down a Mexican cartel boss, a job that ends up pushing her ethical and moral values to the limit.|Action-Crime-Drama-Mystery-Thriller
270303|It Follows|2015|6.7|For 19-year-old Jay, fall should be about school, boys and weekends out at the lake. But a seemingly innocent physical encounter turns sour and gives her the inescapable sense that someone, or something, is following her. Faced with this burden, Jay and her teenage friends must find a way to escape the horror that seems to be only a few steps behind.|Thriller-Horror
264660|Ex Machina|2015|7.6|Caleb, a 26 year old coder at the world's largest internet company, wins a competition to spend a week at a private mountain retreat belonging to Nathan, the reclusive CEO of the company. But when Caleb arrives at the remote location he finds that he will have to participate in a strange and fascinating experiment in which he must interact with the world's first true artificial intelligence, housed in the body of a beautiful robot girl.|Drama-Science Fiction
157350|Divergent|2014|6.9|In a world divided into factions based on personality types, Tris learns that she's been classified as Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.|Action-Science Fiction-Thriller
296098|Bridge of Spies|2015|6.9|During the Cold War, the Soviet Union captures U.S. pilot Francis Gary Powers after shooting down his U-2 spy plane. Sentenced to 10 years in prison, Powers' only hope is New York lawyer James Donovan, recruited by a CIA operative to negotiate his release. Donovan boards a plane to Berlin, hoping to win the young man's freedom through a prisoner exchange. If all goes well, the Russians would get Rudolf Abel, the convicted spy who Donovan defended in court.|Thriller-Drama
16869|Inglourious Basterds|2009|7.7|In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as "The Basterds" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.|Drama-Action-Thriller-War
49017|Dracula Untold|2014|6.2|Vlad Tepes is a great hero, but when he learns the Sultan is preparing for battle and needs to form an army of 1,000 boys, including Vlad's son, he vows to find a way to protect his family. Vlad turns to dark forces in order to get the power to destroy his enemies and agrees to go from hero to monster as he's turned into the mythological vampire Dracula.|Horror-Action-Drama-Fantasy-War
205775|In the Heart of the Sea|2015|6.3|In the winter of 1820, the New England whaling ship Essex was assaulted by something no one could believe: a whale of mammoth size and will, and an almost human sense of vengeance.  The real-life maritime disaster would inspire Herman Melville’s Moby Dick.  But that told only half the story.  “Heart of the Sea” reveals the encounter’s harrowing aftermath, as the ship’s surviving crew is pushed to their limits and forced to do the unthinkable to stay alive.  Braving storms, starvation, panic and despair, the men will call into question their deepest beliefs, from the value of their lives to the morality of their trade, as their captain searches for direction on the open sea and his first mate still seeks to bring the great whale down.|Drama-Adventure-Action
310131|The Witch|2016|5.2|New England in the 1630s: William and Katherine lead a devout Christian life with five children, homesteading on the edge of an impassable wilderness. When their newborn son vanishes and crops fail, the family turns on one another. Beyond their worst fears, a supernatural evil lurks in the nearby wood.|Mystery-Horror
106646|The Wolf of Wall Street|2013|7.9|A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography.|Crime-Drama-Comedy
101299|The Hunger Games: Catching Fire|2013|7.5|Katniss Everdeen has returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark. Winning means that they must turn around and leave their family and close friends, embarking on a "Victor's Tour" of the districts. Along the way Katniss senses that a rebellion is simmering, but the Capitol is still very much in control as President Snow prepares the 75th Annual Hunger Games (The Quarter Quell) - a competition that could change Panem forever.|Science Fiction-Thriller-Action-Adventure
27066|L'uomo che guarda|1994|4.1|At a college in Rome, a professor, nicknamed "Dodo" is in a deep depression. His stunningly beautiful wife has just left him for another man. Dodo wants her back very badly and has erotic daydreams about her. A beautiful young student in his class asks him for a ride home and seduces the lucky man, but still he wonders about his wife and her lover.|Romance-Drama
137113|Edge of Tomorrow|2014|7.7|Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop.|Action-Science Fiction
150689|Cinderella|2015|6.8|When her father unexpectedly passes away, young Ella finds herself at the mercy of her cruel stepmother and her daughters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger in the woods.|Romance-Fantasy-Family-Drama
242582|Nightcrawler|2014|7.6|A driven young man (Gyllenhaal) stumbles upon the underground world of L.A. freelance crime journalism.  When Lou Bloom, desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story. Aiding him in his effort is Nina, a TV-news veteran.|Crime-Drama-Thriller
37724|Skyfall|2012|6.8|When Bond's latest assignment goes gravely wrong and agents around the world are exposed, MI6 is attacked forcing M to relocate the agency. These events cause her authority and position to be challenged by Gareth Mallory (Ralph Fiennes), the new Chairman of the Intelligence and Security Committee. With MI6 now compromised from both inside and out, M is left with one ally she can trust: Bond. 007 takes to the shadows - aided only by field agent, Eve (Naomie Harris) - following a trail to the mysterious Silva (Javier Bardem), whose lethal and hidden motives have yet to reveal themselves.|Action-Adventure-Thriller
550|Fight Club|1999|8.0|A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground "fight clubs" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.|Drama
24428|The Avengers|2012|7.3|When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!|Science Fiction-Action-Adventure
318917|Er ist wieder da|2015|7.1|Adolf Hitler wakes up in a vacant lot in Berlin, with no knowledge of anything that happened after 1945. Homeless and destitute. Although everyone recognizes him, nobody believes that he is Hitler; instead, they think he is either a comedian, or a method actor.|Comedy
312221|Creed|2015|7.2|The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.|Drama
334074|Survivor|2015|5.4|A Foreign Service Officer in London tries to prevent a terrorist attack set to hit New York, but is forced to go on the run when she is framed for crimes she did not commit.|Crime-Thriller-Action
680|Pulp Fiction|1994|8.0|A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.|Thriller-Crime
240832|Lucy|2014|6.3|A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.|Action-Science Fiction
337339|Fast 8|2017|3.5|Returns of an old enemy|Action-Crime-Drama-Thriller
214756|Ted 2|2015|6.5|Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.|Comedy
198184|Chappie|2015|6.6|Every child comes into the world full of promise, and none more so than Chappie: he is gifted, special, a prodigy. Like any child, Chappie will come under the influence of his surroundings—some good, some bad—and he will rely on his heart and soul to find his way in the world and become his own man. But there's one thing that makes Chappie different from any one else: he is a robot.|Action-Science Fiction-Thriller
91314|Transformers: Age of Extinction|2014|5.9|As humanity picks up the pieces, following the conclusion of "Transformers: Dark of the Moon," Autobots and Decepticons have all but vanished from the face of the planet. However, a group of powerful, ingenious businessman and scientists attempt to learn from past Transformer incursions and push the boundaries of technology beyond what they can control - all while an ancient, powerful Transformer menace sets Earth in his cross-hairs.|Science Fiction-Action-Adventure
278|The Shawshank Redemption|1994|8.3|Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.|Drama-Crime
227973|The Peanuts Movie|2015|6.4|Snoopy embarks upon his greatest mission as he and his team take to the skies to pursue their arch-nemesis, while his best pal Charlie Brown begins his own epic quest back home.|Animation-Adventure-Comedy
534|Terminator Salvation|2009|5.8|All grown up in post-apocalyptic 2018, John Connor must lead the resistance of humans against the increasingly dominating militaristic robots. But when Marcus Wright appears, his existence confuses the mission as Connor tries to determine whether Wright has come from the future or the past -- and whether he's friend or foe.|Drama-Action-Thriller-Science Fiction
207703|Kingsman: The Secret Service|2015|7.7|The story of a super-secret spy organization that recruits an unrefined but promising street kid into the agency's ultra-competitive training program just as a global threat emerges from a twisted tech genius.|Crime-Comedy-Action-Adventure
1726|Iron Man|2008|7.2|Tony Stark. Genius, billionaire, playboy, philanthropist. Son of legendary inventor and weapons contractor Howard Stark. When Tony Stark is assigned to give a weapons presentation to an Iraqi unit led by Lt. Col. James Rhodes, he's given a ride on enemy lines. That ride ends badly when Stark's Humvee that he's riding in is attacked by enemy combatants. He survives - barely - with a chest full of shrapnel and a car battery attached to his heart. In order to survive he comes up with a way to miniaturize the battery and figures out that the battery can power something else. Thus Iron Man is born. He uses the primitive device to escape from the cave in Iraq. Once back home, he then begins work on perfecting the Iron Man suit. But the man who was put in charge of Stark Industries has plans of his own to take over Tony's technology for other matters.|Action-Science Fiction-Adventure
284053|Thor: Ragnarok|2017|4.7|Thor must confront other gods when Asgard is threatened with Ragnarok, the Norse Apocalypse.|Adventure-Action-Fantasy-Science Fiction
314365|Spotlight|2015|7.8|The true story of how The Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.|Drama-History-Thriller
72190|World War Z|2013|6.8|Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls.|Action-Drama-Horror-Science Fiction-Thriller
238615|Self/less|2015|6.3|An extremely wealthy elderly man dying from cancer undergoes a radical medical procedure that transfers his consciousness to the body of a healthy young man but everything may not be as good as it seems when he starts to uncover the mystery of the body's origins and the secret organization that will kill to keep its secrets.|Mystery-Thriller-Science Fiction
318846|The Big Short|2015|7.2|The men who made millions from a global economic meltdown.|Drama-Comedy
302156|Criminal|2016|3.7|The memories &amp; skills of a deceased CIA agent are implanted into an unpredictable and dangerous convict.|Science Fiction-Action-Crime-Drama
258509|Alvin and the Chipmunks: The Road Chip|2015|5.7|Through a series of misunderstandings, Alvin, Simon and Theodore come to believe that Dave is going to propose to his new girlfriend in New York City - and dump them. They have three days to get to him and stop the proposal.|Adventure-Animation-Comedy-Family
